,target_id,pAc,smiles
10048,P11309,3.92,C1=CC=C2C(=C1)C=C(O2)C(=O)O
10049,P11309,3.97,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3
10050,P11309,4.11,CN(C)C1=CC=C(C=C1)/C=C/2\C(=O)NC(=O)N2CC3=CC=CC=C3
10051,P11309,4.11,COC1=CC=CC=C1/C=C/2\C(=O)NC(=O)N2CC3=CC=CC=C3
10052,P11309,4.12,COC1=CC=C(C=C1)/C=C/2\C(=O)NC(=O)N2CC3=CC=CC=C3.Cl
10053,P11309,4.14,CCOC1=CC=C(C=C1)/C=C/2\C(=O)NC(=O)N2CC3=CC=CC=C3
10054,P11309,4.16,C1=CC=C(C=C1)CN2/C(=C/C3=CC=C(C=C3)Cl)/C(=O)NC2=O
10055,P11309,4.2,C1C(=O)N(C(=O)S1)CC2=CC=CC=C2F
10056,P11309,4.22,C1[C@@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3
10057,P11309,4.24,C1=CC=C(C=C1)CN2/C(=C/C3=CC=C(C=C3)Br)/C(=O)NC2=O
10058,P11309,4.28,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)NC3=NC4=C(C=NN4C=C3)C5=CC(=CC=C5)N(C)C
10059,P11309,4.3,C1=CC=C2C(=C1)C(=CN2)C3=NC=CC4=C3N=C(N4)N
10060,P11309,4.35,C1=CC(=CC(=C1)Br)/C=C\2/C(=O)NC(=O)S2
10061,P11309,4.35,C1=CC=C(C(=C1)CN2C(=O)/C(=C/C3=CC=C(C=C3)F)/SC2=O)F
10062,P11309,4.4,C1=CC=C2C(=C1)C=C(C=N2)C3=NC=CC4=C3N=C(N4)N
10063,P11309,4.42,COC1=CC=C(C=C1)/C=C/2\C(=O)NC(=O)N2CC3=CC=CC=C3
10064,P11309,4.43,CCNC(=O)NC1=NC2=C(C=C1)N=CC(=C2)C3=CC=C(C=C3)OC
10065,P11309,4.49,CN1C=C(C=N1)C2=CC3=C(C=CC(=N3)NC(=O)NCCC4=CC=CC=C4)N=C2
10066,P11309,4.55,C1=CC(=CC(=C1)C(F)(F)F)/C=C\2/C(=O)N(C(=O)S2)CC3=CC=C(C=C3)OC(F)(F)F
10067,P11309,4.55,CC1=CC(=C2C(=O)C=CC(=O)C2=C1)O
10068,P11309,4.55,C1=CC(=CC=C1/C=C\2/C(=O)NC(=O)S2)Br
10069,P11309,4.55,C1=CC=C2C(=C1)C(=CN2)C(=O)C3=CC=CO3
10070,P11309,4.6,CC1=C(C(=O)N(N1CC(C)(C)O)C2=CC=CC=C2)C(=O)NC3=NC=C(C=C3)OC4=C5C=CC(=CC5=NC=C4)OC
10071,P11309,4.6,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(=O)NC3=CC(=C(C=C3)OC4=C5C=C(C(=CC5=NC=C4)OC)OC)F
10072,P11309,4.67,CC1=C(C(=C(C2=C1COC2=O)O)O)O
10073,P11309,4.67,CC1=CC(=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C(=C3O)OC)O)O)O
10074,P11309,4.69,C[C@H]1CC[C@@]2([C@H]([C@]1(C)CC3=C(C(=CC(=C3)C(=O)OC)O)O)CCC=C2C)C
10075,P11309,4.7,C1C2=C(C3=CC=CC=C3S1)NC(=O)C(=C2C4=CC=CC=C4Cl)C#N
10076,P11309,4.7,C1C2=C(C3=CC=CC=C3O1)NC(=O)C(=C2C4=CC=NC=C4)C#N
10077,P11309,4.77,C1=CC2=C(C=C1Br)C(=CC(=O)O2)O
10078,P11309,4.8,C1=CC=C(C(=C1)/C=N/O)OCC(CN2C3=CC=CC=C3C4=CC=CC=C42)O
10079,P11309,4.82,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
10080,P11309,4.82,C1CN(CCN1)C2=CC=C(C=C2)C3=C4C=CC(=NC4=NN3)C5=CN=C(C=C5)N
10081,P11309,4.85,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O
