,target_id,pAc,smiles
8685,P06239,2.51,COC1=CC(=CC(=C1)C(=O)NC2=CC=NC=C2)OC
8686,P06239,2.54,C1=CN=CC=C1CCC2=CC=NC=C2
8687,P06239,2.63,C1=CN=CC=C1C(=O)NC2=CC=NC=C2
8688,P06239,2.64,COC1=CC(=CC(=C1OC)OC)/C=C/C2=CC=NC=C2
8689,P06239,2.66,COC1=CC(=CC(=C1OC)OC)/C=C/C2=CC=CC=N2
8690,P06239,2.67,C1=CC(=CN=C1)C(=O)NC2=CC=NC=C2
8691,P06239,2.68,COC1=C(C=C(C=C1)/C=N/NC2=CC=CC=C2)O
8692,P06239,2.7,C1=C(C=C(C(=C1O)O)O)/C=C(\C#N)/C(=O)N
8693,P06239,2.73,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3)O)[N+](=O)[O-])[N+](=O)[O-]
8694,P06239,2.79,COC1=C2C(=O)C=C(OC2=C(C=C1)N)C3=CC=C(C=C3)N
8695,P06239,2.8,C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC=C(C=C3)O)C(=O)O
8696,P06239,2.81,C1=CC(=CC=C1C2=CC(=O)C3=CC(=C(C(=C3O2)[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]
8697,P06239,2.82,C1=CC=C2C(=C1)C=C(C(=N)O2)C(=O)N
8698,P06239,2.82,C1=CC(=CC(=C1)O)/C=C(\C#N)/C(=O)N
8699,P06239,2.88,C1=CC=C(C=C1)N/N=C/C2=CN=CC=C2
8700,P06239,2.88,COC1=C(C=C(C=C1)CCC2=CN=CC=C2)OC
8701,P06239,2.91,C1=CC=NC(=C1)/C=C/C2=CC=CC=N2
8702,P06239,2.94,COC1=CC(=C(C=C1)C(=O)CC(=O)OC)O
8703,P06239,2.99,COC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=CC=C(C=C3)O)C(=O)O
8704,P06239,3.0,C1=CC(=CC=C1/C=C(\C#N)/C(=O)N)O
8705,P06239,3.0,COC1=CC(=CC(=C1OC)OC)C(=O)NC2=CN=CC=C2
8706,P06239,3.08,COC1=C(C=C(C=C1)/C=C/C2=CC=CC=N2)OC
8707,P06239,3.09,COC(=O)C1=C(OC2=CC=CC=C2C1=O)C3=CC=C(C=C3)N
8708,P06239,3.12,C1=CC(=CC=C1C2=CC(=O)C3=CC(=C(C(=C3O2)N)O)N)N
8709,P06239,3.2,C1=CC(=CN=C1)/C=C/C2=CC(=C(C=C2)O)O
8710,P06239,3.21,COC1=C(C=C(C=C1)/C=C/C2=CC=NC=C2)OC
8711,P06239,3.21,C1=CC=NC(=C1)/C=C/C2=CC=NC=C2
8712,P06239,3.21,COC1=CC(=CC(=C1)C(=O)NC2=CN=CC=C2)OC
8713,P06239,3.29,COC1=CC(=CC(=C1OC)OC)/C=C/C2=CN=CC=C2
8714,P06239,3.3,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N
8715,P06239,3.3,C1=CC(=CC(=C1)N)C2=CC(=O)C3=CC(=C(C=C3O2)O)N
8716,P06239,3.3,C1=C(C=C(C=C1O)O)/C=C(\C#N)/C(=O)N
8717,P06239,3.3,C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC=C(C=C3)O
8718,P06239,3.31,C1=C(C=C(C=C1O)O)CCC2=CC(=CC(=C2)O)O
8719,P06239,3.33,C[C@@H]([C@@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](CSSC([C@H](C(=O)N1)NC(=O)[C@H](CC2=CC=C(C=C2)O)N)(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N)CC3=CC=CC=C3)CO)C4=CC5=CC=CC=C5C=C4
8720,P06239,3.36,COC(=O)C1=C(OC2=CC=CC=C2C1=O)C3=CC=C(C=C3)O
8721,P06239,3.4,C1=CC=NC(=C1)N/N=C/C2=CN=CC=C2
8722,P06239,3.42,COC1=CC(=C2C(=C1)C(=O)C=C(O2)C3=CC=C(C=C3)N)N
8723,P06239,3.46,CC(=O)N[C@@H](CC1=CC=C(C=C1)OP(=O)(O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)NC
8724,P06239,3.48,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3)O)N)N
8725,P06239,3.49,C1=CC(=CC=C1C2=CC(=O)C3=C(C=CC(=C3O2)N)O)N
8726,P06239,3.51,C1=CN=CC=C1/C=C/C2=CC=NC=C2
8727,P06239,3.59,C[C@H]([C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](CSSC([C@H](C(=O)N1)NC(=O)[C@H](CC2=CC=C(C=C2)O)N)(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N)CC3=CC=CC=C3)CO)C4=CC5=CC=CC=C5C=C4
8728,P06239,3.59,C[C@H]([C@@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](CSSC([C@H](C(=O)N1)NC(=O)[C@H](CC2=CC=C(C=C2)O)N)(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N)CC3=CC=CC=C3)CO)C4=CC5=CC=CC=C5C=C4
8729,P06239,3.59,COC1=CC(=CC(=C1OC)OC)C(=O)NC2=CC=CC=N2
8730,P06239,3.62,COC1=C(C(=CC(=C1)/C=C(\C#N)/C2=CN=CC=C2)Br)O
8731,P06239,3.63,C1=CC(=CC(=C1)O)/C=C/C2=CC(=CC=C2)O
8732,P06239,3.65,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=CC(=C3O)N)N
8733,P06239,3.66,C[C@@H]([C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](CSSC([C@H](C(=O)N1)NC(=O)[C@H](CC2=CC=C(C=C2)O)N)(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N)CC3=CC=CC=C3)CO)C4=CC5=CC=CC=C5C=C4
8734,P06239,3.69,COC1=CC(=CC(=C1)C(=O)NC2=CC=CC=N2)OC
8735,P06239,3.69,C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC=C(C=C3)N
8736,P06239,3.7,C1=CC(=CC(=C1)N)C2=CC(=O)C3=C(O2)C=CC(=C3)N
8737,P06239,3.71,C1=CC=C(C=C1)/C=C/C2=CC(=CC(=C2)O)O
8738,P06239,3.77,C1=CC(=CN=C1)/C(=C/C2=CC(=C(C(=C2)Br)O)Br)/C#N
8739,P06239,3.82,C1=CC2=CC(=C(C=C2C=C1C3=CC(=C(C=C3)O)C(=O)O)O)O
8740,P06239,3.83,CN([C@H](CC1=CC(=C(C=C1)O)O)C(=O)OC)C(=O)/C=C/C2=CC(=C(C=C2)O)O
8741,P06239,3.85,C1=CC(=CC=C1C2=CC(=O)C3=CC(=C(C=C3O2)O)N)N
8742,P06239,3.91,C1=CC2=C(C(=C1)N)OC(=CC2=O)C3=CC=C(C=C3)N
8743,P06239,3.92,CC(=O)N[C@@H](CC1=CC(=C(C=C1)O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O
8744,P06239,3.92,COC(=O)[C@@H](CC1=CC(=C(C=C1)O)O)NC(=O)/C=C/C2=CC(=C(C=C2)O)O
8745,P06239,3.93,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)N
8746,P06239,3.93,C1=CC(=C(C=C1/C=C/C(=O)O[C@H]([C@H](C(=O)O)O)C(=O)O)O)O
8747,P06239,3.93,C1=CC(=CC=C1C2=CC(=O)C3=CC(=CC(=C3O2)N)O)N
8748,P06239,3.95,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O
8749,P06239,3.95,C1CCNC2(C1)CCN(CC2)C3=NC=NC4=C3NC=N4
8750,P06239,3.97,C1=CC(=CC=C1C2=CC(=O)C3=CC(=CC(=C3O2)N)N)N
8751,P06239,3.99,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=CC(=C3)N)N
8752,P06239,4.0,C1=CC(=C(C=C1O)/C=C(\C#N)/C(=O)N)O
8753,P06239,4.0,C1=CC2=C(C(=C1)O)OC(=N)C(=C2)C(=O)N
8754,P06239,4.0,C1=CC2=C(C=C1O)C=C(C(=N)O2)C(=O)N
8755,P06239,4.01,COC(=O)[C@@H](CC1=CC(=C(C=C1)O)O)NC(=O)NCC2=CC(=C(C=C2)O)O
8756,P06239,4.1,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O
8757,P06239,4.13,C1=CC(=C(C=C1/C=C/C2=CC(=C(C=C2)O)O)O)O
8758,P06239,4.15,COC1=C(C=C(C=C1)/C=N/NC2=CC=CC=C2)OC
8759,P06239,4.19,C1=CC2=C(C=CC(=C2C=C1C3=CC(=C(C=C3)O)C(=O)O)O)O
8760,P06239,4.24,C1=CC(=CC(=C1)O)/C=C/C2=CC(=C(C=C2)O)O
8761,P06239,4.24,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)C(CC1=CC(=C(C=C1)O)O)NOC(=O)CC2=CCC(=O)C3=C2C=CC(=C3)O
8762,P06239,4.25,COC1=CC(=C2C(=C1)C(=O)C=C(O2)C3=CC(=CC=C3)N)N
8763,P06239,4.26,CC1=C2CCC3=C2C(=CC4=C3C=CC5=CC=CC=C54)C=C1
8764,P06239,4.28,CC1=NN(C(=O)C1)C2=CC=C(C=C2)C(=O)NCCCNC(=O)[C@H](CC3=CC=C(C=C3)OP(=O)(O)O)NC(=O)C
8765,P06239,4.3,C1=CC=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl.Cl
8766,P06239,4.3,C1C[C@@H](N(C1)C(=O)[C@H](CC2=CC=C(C=C2)C(=O)C3=CC=CC=C3)NC(=O)CCCNC(=O)CCCC[C@H]4[C@@H]5[C@H](CS4)NC(=O)N5)C(=O)NCCN(CC(=O)NCC(=O)O)C(=O)CN6C=NC7=C6N=CN=C7N
8767,P06239,4.3,C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CN4C=CN=C4C(=N3)NCC5=CC=NC=C5
8768,P06239,4.3,CC(=O)N[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](CSSC1(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N)CC2=CC=CC=C2)CO)CC3=CC4=CC=CC=C4C=C3
8769,P06239,4.3,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=C2NC=N3.Cl
8770,P06239,4.3,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC4=C(CCC4)C=C3)OC.Cl
8771,P06239,4.33,CC1=C(C=CC2=C1C=CN2)NC3=C(C=NC=C3C#N)/C=C/CCN4CCC(CC4)NS(=O)(=O)C
8772,P06239,4.34,C1=CC(=CC(=C1)N)C2=CC(=O)C3=C(O2)C=C(C(=C3N)O)N
8773,P06239,4.35,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
8774,P06239,4.38,C1=CC2=C(C=CC(=C2O)O)C=C1C3=CC(=C(C=C3)O)C(=O)O
8775,P06239,4.39,C1=CC(=C(C=C1C[C@H](C(=O)O)OC([C@@H]2[C@H](OC3=C2C(=CC(=C3)O)/C=C/C(=O)O[C@H](CC4=CC(=C(C=C4)O)O)C(=O)O)C5=CC(=C(C=C5)O)O)O)O)O
8776,P06239,4.42,C1=CC=C2C(=C1)C(=C(N=N2)C(=O)N)N
8777,P06239,4.42,CC1=C(C=CC2=C1C=CN2)NC3=C4C=C(SC4=NC=C3C#N)C5=C(C=CC(=C5)OC)CN(C)C
8778,P06239,4.4375,C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O
8779,P06239,4.44,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O
8780,P06239,4.44,C1=CC=C(C=C1)COC2=CC=C(C=C2)/C=C/C3=CC(=CC=C3)OCC4=CC=CC=C4
8781,P06239,4.465,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCCC(=O)N[C@@H](CC3=CC=C(C=C3)C(=O)C4=CC=CC=C4)C(=O)N[C@H](CO)C(=O)NCCN(CC(=O)NCC(=O)O)C(=O)CN5C=NC6=C5N=CN=C6N)NC(=O)N2
8782,P06239,4.47,C1=CC2=CC(=CC3=C2C(=C1)C(=O)N(C3=O)CCN(CCCN(CCCN(CCC#N)CCC#N)CCCN(CCC#N)CCC#N)CCCN(CCCN(CCC#N)CCC#N)CCCN(CCC#N)CCC#N)[N+](=O)[O-]
8783,P06239,4.5,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O
8784,P06239,4.51,CN1CCN(CC1)CC(=O)NC2=CC=CC3=C2CC4=C3NN=C4C5=CSC(=C5)C#CCOC6=CC=CC=C6
8785,P06239,4.55,CC1=C(C(=CC=C1)Cl)NC(=O)C2=C(N=C(S2)NC(=O)OC(C)(C)C)C
8786,P06239,4.55,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=CC3=CC(=CN=C3C=C2)C4CC4C(=O)N
8787,P06239,4.57,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)/C=C/C2=CC(=C(C=C2)O)O
8788,P06239,4.58,CCOC(=O)CC(=O)NC1=CC=CC2=C1CC3=C2NN=C3C4=CSC(=C4)C#CCOC5=CC=CC=C5
8789,P06239,4.59,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=CC=CC=C3O2
8790,P06239,4.59,C1=CC(=CC2=CC(=C(C=C21)O)O)C(=O)N
8791,P06239,4.6,COC(=O)C1=CC2=C(C=C1)C(=C(C=C2)O)O
8792,P06239,4.6,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC4=C(C=C3)C(=CC=C4)C(=O)NCC(F)(F)F
8793,P06239,4.6,CC1=C(C=C(C=C1)N2C=CC(=C(C2=O)C3=CC4=CN=C(N=C4C=C3)N)C)F
8794,P06239,4.62,CN1CCN(CC1)CCOC2=CC=CC(=C2)C3=C(C(=CN=C3)C#N)NC4=CC=CC5=C4C=CN5
8795,P06239,4.63,COC1=C(C=CC(=C1)C2=NN(C3=C2C(=NC=N3)N)C4CCN(CC4)C5CCOCC5)NC(=O)C6=CC(=CC=C6)O
8796,P06239,4.63,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=C(C(=C(C=C2)O)O)/C=C/C3=CC(=C(C=C3)O)O)O)O
8797,P06239,4.64,CC1=CC(=C(C(=C1)C)NC(=O)C2=CC3=C(C=C2)N=C(O3)N)C
8798,P06239,4.66,CCCCCCCCC1=CC=C(C=C1)O
8799,P06239,4.66,CC[C@@H](C)NC1=NC=C(S1)C(=O)NC2=C(C=CC(=C2)C(=O)NC)C
8800,P06239,4.66,CC(=O)NCCCNC(=O)C(CC1=CC=C(C=C1)OP(=O)(O)O)NC(=O)CC2=CC(=O)OC3=C2C=CC(=C3)O
8801,P06239,4.67,C1C2=C(C=C(C=C2)CN3C=CN=C3)C4=C1C(=NN4)C5=CSC=C5
8802,P06239,4.67,COC(=O)C(=O)NC1=CC=CC2=C1CC3=C2NN=C3C4=CSC(=C4)C#CCOC5=CC=CC=C5
8803,P06239,4.68,CN1C2=CC=CC=C2C=C1C(=O)NC3=C(C=C(C=C3)C4=CSC5=C4C(=NC=C5NC(=O)CCN6CCCC6)N)OC
8804,P06239,4.7,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=NC=NC(=C34)N
8805,P06239,4.7,C1=CC(=C(C=C1C[C@H](C(=O)O)NC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O
8806,P06239,4.7,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F
8807,P06239,4.7,COC1=C(C=C2C(=C1)C(=NC=N2)NCC3=CC=CC=C3)OC.Cl
8808,P06239,4.7,C1CNCCC1OC2=C(C=C3C=CN=CC3=C2)C4=CC=CC=C4
8809,P06239,4.7,C1CC2(CCN(CC2)C3=NC=NC4=C3NC=N4)CNC1
8810,P06239,4.72,C1=CC(=CC=C1/C=C/C2=CC(=C(C=C2)O)O)O
8811,P06239,4.73,CC1=C2C(=C(C3=C1C=CN=C3)C)C4=CC=CC=C4N2
8812,P06239,4.73,CC1=CC2=C(C=C1)C(=O)C3=C(C=C(C=C3C2=O)O)O
8813,P06239,4.74,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3N)O)N)N
8814,P06239,4.74,CC(C)C1=C2C(=NC=NN2C=C1C3=NN=C(O3)C(F)F)NC4=C(C=C(C(=C4)C(=O)NOC)F)F
8815,P06239,4.74,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC1=CC(=C(C=C1)O)O)NC(=O)/C=C/C2=CC(=C(C=C2)O)O
8816,P06239,4.74,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCCC(=O)N[C@@H](CC3=CC=C(C=C3)C(=O)C4=CC=CC=C4)C(=O)N[C@H](CCC(=O)O)C(=O)NCCN(CC(=O)NCC(=O)O)C(=O)CN5C=NC6=C5N=CN=C6N)NC(=O)N2
8817,P06239,4.75,CN1CCN(CC1)C(=O)C2=CN=C(C3=C2SC=C3C4=CC(=C(C=C4)NC(=O)C5=CC6=CC=CC=C6N5C)OC)N
8818,P06239,4.77,CC1=C(C(=C2CCC(OC2=C1C)(C)CN3CCN(CC3)C4=NC(=NC(=C4)N5CCCC5)N6CCCC6)C)O
8819,P06239,4.77,CC(=O)N[C@@H](CC1=CC=C(C=C1)OP(=O)(O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)NC
8820,P06239,4.79,COCC(=O)NC1=CC=CC2=C1CC3=C2NN=C3C4=CSC(=C4)C#CCOC5=CC=CC=C5
8821,P06239,4.8,CC1=C(C=C(C=C1)C2=NN=C(O2)C)C3=CC=C(C=C3)C(=O)NCC4=CC(=CC=C4)OC
8822,P06239,4.8,C1CNCCC1OC2=C(C=C3C=CN=CC3=C2)C4=CC=C(C=C4)CN
8823,P06239,4.8,C1=C(C=C(C=C1O)O)/C=C/C2=CC(=CC(=C2)O)O
8824,P06239,4.8,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C3=CC[C@@]2([C@H]1C(=O)CN5CCN(CC5)C6=NC(=NC(=C6)N7CCCC7)N8CCCC8)C)C
8825,P06239,4.82,CN1CCC(CC1)NC(=O)C2=CN=C(N=C2NC3CCCC3)NCC4=CC=CC=C4OC
