,target_id,pAc,smiles
13041,P23458,4.1,CCOC(=O)CN1C=C(N=N1)C2=CC=C(C=C2)C3=NC(=C(N3)C4=CC=C(C=C4)F)C5=CC(=O)NC=C5
13042,P23458,4.4,[H+].CC(C)N(CCC(=O)C1=CC2=CC=CC=C2C=C1)CC3=CC=CC=C3.[Cl-]
13043,P23458,4.49,C1=CC2=C(C=C1C(=O)N)N=C(N2CCN)C3=CC=NC=C3
13044,P23458,4.6,CC1=C(C(=O)N(N1CC(C)(C)O)C2=CC=CC=C2)C(=O)NC3=NC=C(C=C3)OC4=C5C=CC(=CC5=NC=C4)OC
13045,P23458,4.62,CCOP(=O)(CCN1C=C(N=N1)C2=CC=C(C=C2)C3=NC(=C(N3)C4=CC=C(C=C4)F)C5=CC(=O)NC=C5)OCC
13046,P23458,4.7,C=CC(=O)C1=CC2=CC=CC=C2C=C1
13047,P23458,4.74,C1=CC=C(C=C1)CC2=NC3=C(N2CCN)C=CC(=C3)C(=O)N
13048,P23458,4.77,C1CNCCC1C2=NC(=C(N2)C3=CC=C(C=C3)F)C4=CC(=O)NC=C4
13049,P23458,4.85,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=C(C=C3)F)C4=CC(=O)NC=C4)C(=O)[O-].[Na+]
13050,P23458,4.94,C[C@H](C(=O)N1CC(C1)C#N)NC(=O)C2=CNC3=NC=C(N=C23)OC4=CC5=C(CC[C@H]5NC(=O)C)C=C4
13051,P23458,4.94,C1=CC=C(C=C1)C2=NC3=C(N2CCN)C=CC(=C3)C(=O)N
13052,P23458,4.95,C1=CC=C(C=C1)C2=NC3=C(N2CCCN)C=CC(=C3)C(=O)N
13053,P23458,4.95,C1C(CN1C2=CC(=NC=C2)F)C3=CC(=CC=C3)NC4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65
13054,P23458,5.0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(=O)NC3=CC(=C(C=C3)OC4=C5C=C(C(=CC5=NC=C4)OC)OC)F
13055,P23458,5.0,C1CCN(CC1)C2=NC3=C(C=CNC3=O)C(=N2)N[C@@H]4CCC[C@@H]4C#N
13056,P23458,5.03,C1=CC(=CC=C1C2=NC3=C(N2CCN)C=CC(=C3)C(=O)N)C(F)(F)F
13057,P23458,5.05,CC(C)(C)NC(=O)C1=CN=C(C2=C1SC(=C2)C3=CC=C(C=C3)N4CCOCC4)N
13058,P23458,5.05,COC1=CC=C(C=C1)C2=C3C(=CC=C2)N=C(O3)NC4=CC(=C(C(=C4)OC)OC)OC
13059,P23458,5.06,C1=CC=C2C(=C1)C(=CN2)C3=C(C(=O)NC3=O)NC4=CC=C(C=C4)OCCCN5C=CN=C5
13060,P23458,5.06,C1COCCN1C2=C3COCC=CCOCC4=CC=CC(=C4)C5=NC(=NC=C5)NC(=C3)C=C2
13061,P23458,5.09,C[C@H](C1=NC2=CN=C3C(=C2N1[C@@H]4CCCN(C4)C(=O)CC#N)C=CN3)O
13062,P23458,5.09,CC(C)NC(=O)C1=CNC2=NC=C(N=C12)OC3=CC(=CC(=C3)OC)OC
13063,P23458,5.09,C1=CC(=C(N=C1)N)C2=NC3=C(N2CCN)C=CC(=C3)C(=O)N
13064,P23458,5.1,C1/C=C/COCC2=CC=C(O2)C3=NC(=NC=C3)NC4=CC=CC(=C4)CO1
13065,P23458,5.11,C1C[C@@H]([C@@H](C1)NC2=NC(=NC3=C2C=CNC3=O)C4=CNN=C4)C#N
13066,P23458,5.14,CN1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65
13067,P23458,5.19,C1COCCN1C2=CC(=C(C=C2)C(F)(F)F)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54
13068,P23458,5.2,CC(C)NC(=O)C1=CNC2=NC=C(N=C12)OC3=CC4=C(CC[C@H]4NC(=O)C)C=C3
13069,P23458,5.21,C1=CC2=C(C=C1C(=O)N)N=C(N2CCCN)CCN
13070,P23458,5.22,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=N4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6
13071,P23458,5.24,COC1=CC=C(C=C1)C2=CC=CC3=NC(=NN32)NS(=O)(=O)C4CC4
13072,P23458,5.24,COC1=C2COCC=CCOC3=CC=CC(=C3)C4=NC(=NC=C4)NC(=C2)C=C1
13073,P23458,5.28,COC1=CC(=CC(=C1OC)OC)NC2=NC3=CC=CC(=C3O2)C4=CC(=CC=C4)Cl
13074,P23458,5.28,CN1C=CN=C1CCC2=NC3=CN=C4C(=C3N2C5CCN(CC5)CCC#N)C=CN4
13075,P23458,5.29,CC1=CN=C2NC3=CC(=C(C=C3)OCCN4CCCC4)COC/C=C/CN5C=CC6=C5C=C(C1=N2)C=C6
13076,P23458,5.29,CC1=CC=CC=C1OC2=CN=C3C(=N2)C(=CN3)C(=O)NC(C)C
13077,P23458,5.31,COC1=C2C=C(COCC=CCOCC3=C(C=CC(=C3)NC4=NC=CC2=N4)OCCN5CCCC5)C=C1
13078,P23458,5.31,C1CN(C[C@@H]1OC2=CC=CC(=C2)NC3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54)C6=CC(=NC=C6)F
13079,P23458,5.32,C1/C=C/COCC2=CC(=CC=C2)NC3=NC=CC(=N3)C4=CC5=C(C=C4)C=CN51
13080,P23458,5.32,C1CN(CCC1OC2=CC=CC(=C2)NC3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54)C6=CC(=NC=C6)F
13081,P23458,5.33,CN(C)C1=CC(=C(C=C1)C(F)(F)F)C2=C(C(=O)NC2=O)C3=CNC4=CC=CC=C43
13082,P23458,5.33,COC1=CC(=CC(=C1OC)OC)C2=NC3=C(C=CC=C3N=C2)C4=C(C=C(C=C4)CN5CCOCC5)F
13083,P23458,5.34,C1CCN(C1)CCOC2=C3COCC=CCOCC4=C(C=CC(=C4)C5=NC(=NC=C5)NC(=C3)C=C2)F
13084,P23458,5.36,CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N
13085,P23458,5.36,CC(C)NC(=O)C1=CNC2=NC=C(N=C12)OC3=CC4=C(CC[C@@H]4NC(=O)C)C=C3
13086,P23458,5.37,C1CCC(CC1)C2=NC3=C(N2CCN)C=CC(=C3)C(=O)N
13087,P23458,5.375,CN1CCN(CC1)CC2=CC=C(C=C2)C3=CC=CC4=NC(=NN43)NC(=O)C5CC5
13088,P23458,5.38,CCC1=CC(=CC=C1)OC2=CN=C3C(=N2)C(=CN3)C(=O)NC(C)C
13089,P23458,5.38,CS(=O)(=O)NCC1=NC2=CN=C3C(=C2N1C4CC5CCC4O5)C=CN3
13090,P23458,5.39,C1C(CN1C2=CC(=NC=C2)F)OC3=CC=CC(=C3)NC4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65
13091,P23458,5.43,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl
13092,P23458,5.43,CC1=CC=C(C=C1)C2=NC3=C(N2CCN)C=CC(=C3)C(=O)N
