,target_id,pAc,smiles
16595,P42336,1.4,C1=CC=C(C=C1)NS(=O)(=O)C2=CN=CC(=C2)C3=CC4=NC(=NN4C=C3)N
16596,P42336,1.7,CS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N
16597,P42336,1.8,C1=CN2C(=NC(=N2)N)C=C1C3=CC(=CN=C3)S(=O)(=O)N
16598,P42336,1.9,CC(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N
16599,P42336,1.9,CC1(CCN1S(=O)(=O)C2=CN=CC(=C2)C3=CC4=NC(=NN4C=C3)N)C
16600,P42336,1.9,CNS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N
16601,P42336,1.9,CCCNS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N
16602,P42336,2.0,C1=CC=C(C=C1)CNS(=O)(=O)C2=CN=CC(=C2)C3=CC4=NC(=NN4C=C3)N
16603,P42336,2.0,CC(C)(C(F)(F)F)NS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N
16604,P42336,2.1,CCN(CC)S(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N
16605,P42336,2.1,C1=CN2C(=NC(=N2)N)C=C1C3=CC(=CN=C3)S(=O)(=O)NCC(F)(F)F
16606,P42336,2.4,CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C(=C2)F)N
16607,P42336,2.55,COC1=CC=C(C=C1)C(C(=O)C2=CC=C(C=C2)OC)OC(=O)C3=CC=C(C=C3)F
16608,P42336,2.58,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3
16609,P42336,2.67,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O
16610,P42336,2.89,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)OC(=O)C3=CC=C(C=C3)F
16611,P42336,2.93,COC1=CC=C(C=C1)C(C(=O)C2=CC=C(C=C2)OC)O
16612,P42336,3.01,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)OC(=O)C3=CC(=CC=C3)F
16613,P42336,3.04,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3F
16614,P42336,3.06,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)OC(=O)C3=CC=C(C=C3)[N+](=O)[O-]
16615,P42336,3.14,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)OC(=O)C3=CC=C(C=C3)Cl
16616,P42336,3.4,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
16617,P42336,3.46,C[C@@H]1CN(CCO1)C2=NC(=O)NC(=C2)N(CCO)CC3=CC=CC4=CC=CC=C43
16618,P42336,3.52,CN1C2=C(C(=O)N(C1=O)C)NC=N2
16619,P42336,3.55,C1COCCN1C2=NC(=O)C=C(N2)NCC3=CC=CC=C3
16620,P42336,3.62,COC(=O)C1=CC(=NC(=C1)NCC2=CC=CC=C2)N3CCOCC3
16621,P42336,3.655,CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N
16622,P42336,3.67,CN(CC1=CC=CC2=CC=CC=C21)C3=CC(=NC(=O)N3)N4CCOCC4
16623,P42336,3.69,CC(C)(CN(CC1=CC=CC2=CC=CC=C21)C3=CC(=NC(=O)N3)N4CCOCC4)CO
16624,P42336,3.7,CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C=NC5=C4N=CN=C5N
