,target_id,pAc,smiles
24069,P43405,1.92,C1=CC=C(C=C1)C(C(=O)O)C(=O)O
24070,P43405,2.1,C1=CC=C(C=C1)/C=C/S(=O)(=O)NCCCCCC(=O)O
24071,P43405,2.11,C1C/C=C\CCC(C1)C(C(=O)O)C(=O)O
24072,P43405,2.23,C1CCC(CC1)C(C(=O)O)C(=O)O
24073,P43405,2.67,C[C@H]([C@@H]1CC(=O)NC1)OC2=NC=CC3=C2C=CC=N3
24074,P43405,3.24,C[C@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)OP(=O)(O)O)NC(=O)C)O
24075,P43405,3.33,C[C@@H](C1=NC(=NO1)CC2=CC(=C(C=C2)I)Cl)NC(=O)[C@H](CC3=CC=C(C=C3)OP(=O)(O)O)NC(=O)C
24076,P43405,3.33,C[C@@H](C1=NC(=NO1)CC2=CC=C(C=C2)I)NC(=O)[C@H](CC3=CC=C(C=C3)OP(=O)(O)O)NC(=O)C
24077,P43405,3.34,CC(=O)N[C@@H](CC1=CC=C(C=C1)OP(=O)(O)O)C(=O)N[C@@H](CO)C2=NC(=NO2)CC3=CC=C(C=C3)I
24078,P43405,3.36,C[C@@H](C1=NC(=NO1)CC2=CC(=C(C=C2)Cl)Cl)NC(=O)C3=CC4=C(N3)C=CC(=C4)OP(=O)(O)O
24079,P43405,3.36,C[C@@H](C1=NC(=NO1)CC2=CC=C(C=C2)C(F)(F)F)NC(=O)[C@H](CC3=CC=C(C=C3)OP(=O)(O)O)NC(=O)CC4=CNC5=CC=CC=C54
24080,P43405,3.38,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC1=CC=C(C=C1)OP(=O)(O)O)NC(=O)C
24081,P43405,3.4,C[C@@H](C1=NC(=NO1)CC2=CC=C(C=C2)C(F)(F)F)NC(=O)[C@H](CC3=CC=C(C=C3)OP(=O)(O)O)NC(=O)CC4=CC(=C(C=C4)F)F
24082,P43405,3.41,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)OP(=O)(O)O)NC(=O)C
24083,P43405,3.49,CC(=O)N[C@@H](CC1=CC=C(C=C1)OP(=O)(O)O)C(=O)N[C@@H](CCC2=CC=CC=C2)C3=NC(=NO3)CC4=CC=C(C=C4)C(F)(F)F
24084,P43405,3.5,C1=CC=C(C=C1)CC(=O)N[C@@H](CC2=CC=C(C=C2)OP(=O)(O)O)C(=O)N[C@@H](CO)C3=NC(=NO3)CC4=CC=C(C=C4)C(F)(F)F
24085,P43405,3.51,C[C@@H](C1=NC(=NO1)CC2=CC(=C(C=C2)Cl)Cl)NC(=O)NC3=CC=CC4=C3C=CC(=C4)OP(=O)(O)O
24086,P43405,3.52,C[C@@H](C1=NC(=NO1)CC2=CC=C(C=C2)C(F)(F)F)NC(=O)[C@H](CC3=CC=C(C=C3)OP(=O)(O)O)NC(=O)CC4=CC5=CC=CC=C5C=C4
24087,P43405,3.54,CC(=O)N[C@@H](CC1=CC=C(C=C1)OP(=O)(O)O)C(=O)N[C@@H](CCC2=CC=CC=C2)C3=NC(=NO3)CC4=CC5=CC=CC=C5C=C4
24088,P43405,3.55,CC1=C[C@@H]2[C@@H](CC3=CN(C4=CC=CC2=C34)OC)N(C1)C
24089,P43405,3.6,CC(=O)N[C@@H](CC1=CC=C(C=C1)OP(=O)(O)O)C(=O)N[C@@H](CCC2=CC=CC=C2)C3=NC(=NO3)CC4=CC(=C(C=C4)Cl)Cl
24090,P43405,3.77,CC[C@H](C)[C@@H](C(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)OP(=O)(O)O)NC(=O)C
24091,P43405,3.77,C1=CC=C(C(=C1)CN2C3=CC=CC=C3/C(=C/4\C(=O)NC(=S)N4)/C2=O)Cl
24092,P43405,4.06,CC1=CC(=NN1)NC2=NN(C(=O)C3=C2C=C(C=C3)F)C(C)C
24093,P43405,4.12,COC1=C(C=CC(=C1)/C=C/[N+](=O)[O-])O
24094,P43405,4.15,CC(C)CCCCN(CCCCCC(=O)O)S(=O)(=O)/C=C/C1=CC=C(C=C1)NC(=O)C2CCC(=CC2)C(C(=O)O)C(=O)O
24095,P43405,4.21,C[C@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)OP(=O)(O)O)NC(=O)CNC(=O)C2=CC=C(C=C2)C#CCNC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC3=CC=C(C=C3)OP(=O)(O)O)NC(=O)C)O
24096,P43405,4.24,C1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC=C(O3)C4=CC=CC=C4Cl)/C(=O)N2
24097,P43405,4.3,COC1=CC=C(C=C1)CCNC(=O)C2=C(C=CC(=C2)NCC3=C(C=CC(=C3)O)O)O
24098,P43405,4.3,C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CN4C=CN=C4C(=N3)NCC5=CC=NC=C5
24099,P43405,4.3,CCCCCCCCCCCCNC(=O)C1=C(C=CC(=C1)NCC2=C(C=CC(=C2)O)O)O
24100,P43405,4.35,C1=CC(=CC=C1CCNC(=O)C2=C(C=CC(=C2)NCC3=C(C=CC(=C3)O)O)O)Br
24101,P43405,4.39,C1CCC(CC1)CCCN(CCCCCC(=O)O)S(=O)(=O)/C=C/C2=CC=C(C=C2)NC(=O)C3CCC(=CC3)C(C(=O)O)C(=O)O
24102,P43405,4.4,CNC1=NC(=NC2=CC=CC=C21)C3=CC=C(C=C3)OC
24103,P43405,4.41,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
24104,P43405,4.43,CC1=CC(=NN1)NC2=NN(C(=O)C3=C2C=C(C=C3)N(C)C)C(C)C
24105,P43405,4.44,CC1=CC(=NN1)NC2=NN(C(=O)C3=C2C=C(C=C3)N4CCOCC4)C(C)C
24106,P43405,4.46,C1=CC=C(C=C1)CCCNC(=O)C2=CC=C(C=C2)NCC3=C(C=CC(=C3)O)O
24107,P43405,4.55,C1=CC=C(C=C1)CCCNC(=O)C2=C(C=CC(=C2)NCC3=C(C=CC(=C3)O)O)O
24108,P43405,4.55,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
24109,P43405,4.58,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
24110,P43405,4.59,C1=CC=C2C(=C1)C3=C(O2)C4=C(C(=O)N=C4C=C3)NNC5=CC=NC=C5
24111,P43405,4.6,CNC1=NC=NC(=N1)C2=C(N=CC=C2)OC3=CC(=C(C=C3)F)C(=O)NC4=C(C=CC(=C4)C(F)(F)F)N(C)CCCN(C)C
24112,P43405,4.6,C1=CC(=CC(=C1)F)C[C@@H](CN)NC(=O)C2=CC(=C(S2)C3=C4C=CNC4=NC=C3)Br
24113,P43405,4.6,C1=CC(=CC=C1CCNC(=O)C2=C(C=CC(=C2)NCC3=C(C=CC(=C3)O)O)O)Cl
24114,P43405,4.6,C1=CC=C(C(=C1)C2=NC(=C3C=CC=NC3=C2)NCCCN)Br
24115,P43405,4.6,C1=CC=C(C=C1)CNC(=O)C2=C(C=CC(=C2)NCC3=C(C=CC(=C3)O)O)O
24116,P43405,4.64,CC1=CC(=NN1)NC2=NN(C(=O)C3=CC=CC=C32)CC4=C(C=CC(=C4)F)F
24117,P43405,4.65,C1CC(OC1)CNC2=NN=C(S2)SCC3=NC4=C(C=C(S4)C5=CC=CC=C5)C(=O)N3
24118,P43405,4.68,CC(C)(C1=NC=C(C=C1)C2=NC(=C3C(=C2)N=CN(C3=O)C)NC4CCN(CC4)CCO)O
24119,P43405,4.7,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)OP(=O)(O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N)NC(=O)C)O
24120,P43405,4.73,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
24121,P43405,4.74,C1=CC=C2C(=C1)C(=O)N=C(N2)CCC(=O)NC3=NC=C(S3)CC4=CC(=C(C=C4)F)F
24122,P43405,4.74,C1=CC=C(C=C1)CNC(=O)C2=CC=C(C=C2)NCC3=C(C=CC(=C3)O)O
24123,P43405,4.77,COC1=CC=C(C=C1)C2=NC(=C3C=CC=NC3=C2)N
24124,P43405,4.77,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O
24125,P43405,4.85,C1=CC(=CC=C1CC(C(=O)O)N)CP(=O)(O)O
24126,P43405,4.863999999999999,C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O
24127,P43405,4.89,CN(C)C1=CC=C(C=C1)C2=NC(=C3C=CC=NC3=C2)NCC4=CC=C(C=C4)N
24128,P43405,4.92,COC1=C(C=C(C=C1)NC2=NC3=C(C(=N2)N4CCOCC4)NC=N3)OC
