,target_id,pAc,smiles
15580,P36888,3.49,C1CCC(C1)N2C(=CC(=N2)NC3=NC=CC(=C3)C#N)C4CCN(CC4)C5COC5
15581,P36888,4.34,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=CC3=C(C=C2)N=CC=C3
15582,P36888,4.36,COC1=CC(=CC(=C1OC)OC)C2=C(C(NC2=O)O)C3=CNC4=CC=CC=C43
15583,P36888,4.39,C1=CC=C(C=C1)SC2=CC=CC3=C2C4=C(N3)N=C(N=C4N)N
15584,P36888,4.4,CC1=CC=C(C=C1)SC2=CC=CC3=C2C4=C(N3)N=C(N=C4N)N
15585,P36888,4.44,COC1=CC(=CC(=C1OC)OC)C2=NC(=CNC2=O)C3=CNC4=CC=CC=C43
15586,P36888,4.44,COC1=CC(=CC(=C1OC)OC)C2=C(CNC2=O)C3=CN(C4=CC=CC=C43)COCC5=CC=CC=C5
15587,P36888,4.47,C[C@H]1C[C@H](CC(=O)CCC/C=C/C2=CC(=CC(=C2C(=O)O1)O)OC)Cl
15588,P36888,4.47,COC1=CC(=CC(=C1OC)OC)C2=C(CNC2=O)C3=CN(C4=CC=CC=C43)COCC[Si](C)(C)C
15589,P36888,4.49,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=CC3=CC(=CN=C3C=C2)/C=C/C(=O)N
15590,P36888,4.6,COCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3)C4=CC(=C(C(=C4)OC)OC)OC
15591,P36888,4.7,CC(C)(C)OCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3)C4=CC(=C(C(=C4)OC)OC)OC
15592,P36888,4.71,COC1=C(C=C2C(=C1)C(=NC=N2)N3CCN(CC3)C(=O)NC4=CC=C(C=C4)C#N)OC
15593,P36888,4.74,COC1=C(C=CC(=C1)C2=CNN=C2)C(=O)NC3=CC4=C(CCNCC4)C=C3
15594,P36888,4.8,CCN(CC)C/C=C/C(=O)NC/C=C/C1=CC(=CC(=C1C(=O)OC(C)C)O)OC
15595,P36888,4.8,C[C@H]1C[C@H](CC(=O)CCCCCC2=CC(=CC(=C2C(=O)O1)O)OC)Cl
15596,P36888,4.82,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=CC3=CC(=CN=C3C=C2)C4CC4C(=O)N
15597,P36888,4.825,COC1=CC2=C(C=C1)NC(=C2)C(=O)C3=CC4=C(N3)C=C(C=C4)Cl
15598,P36888,4.83,COC1=C(C=C2C(=C1)C(=NC=N2)N3CCN(CC3)C(=S)NCC4=CC5=C(C=C4)OCO5)OC
15599,P36888,4.85,CN1C=C(C2=CC=CC=C21)C3=C(CNC3=O)C4=CC=C(C=C4)OC
15600,P36888,4.85,CC(C)OC(=O)C1=C(C=C(C=C1/C=C/CNC(=O)C)OC)O
15601,P36888,4.86,C1C2=C(C=CC(=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)OC4=C(N1)C(=NC=N4)Cl
15602,P36888,4.885,C/C=C/C(=O)NC/C=C/C1=CC(=CC(=C1C(=O)OC(C)C)O)OCCCN2CCOCC2
15603,P36888,4.91,C1=CC(=CC=C1N2C=C(N=N2)C3=CC4=NC=CN=C4C=C3)F
15604,P36888,4.92,C[C@H]1C[C@H](CC(=O)CCC/C=C\C2=CC(=CC(=C2C(=O)O1)O)OC)Cl
15605,P36888,4.94,COC1=C(C=C2C(=C1)C(=NC=N2)N3CCN(CC3)C(=O)NC4=CC=C(C=C4)Br)OC
15606,P36888,4.96,C1COCCN1CCN2C=C(N=N2)C3=CC4=NC=CN=C4C=C3
15607,P36888,4.96,COC1=CC2=C(C=C1)NC(=C2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl
15608,P36888,4.98,C1=CC(=CC(=C1)Cl)N2C=C(N=N2)C3=CC=NC=C3
15609,P36888,4.99,C1C2CC3CC1CC(C2)C3N4C(=CN=N4)C5=CC=CC=N5
15610,P36888,5.0,CC1=CC2=C(C=C1)NC(=C2)C(=O)C3=CC4=C(N3)C=CC(=C4)OC
15611,P36888,5.0,COC1=CC=C(C=C1)OCC(=O)NC2=C(C3=C(S2)CCCC3)C(=O)N
15612,P36888,5.0,CCOC1=NN2C(=C(C=N2)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C(F)(F)F)OC)C=C1
15613,P36888,5.0,CCC1=CC=CC2=C1NC(=C2)C(=O)C3=CC4=C(N3)C=CC(=C4)O
15614,P36888,5.0,COC1=CC2=C(C=C1)NC(=C2)C(=O)C3=CC4=C(N3)C=CC(=C4)Br
15615,P36888,5.0,COC1=CC2=C(C=C1)NC(=C2)C(=O)C3=CC4=C(N3)C=CC=C4Cl
15616,P36888,5.0,COC1=CC2=C(C=C1)NC(=C2)C(=O)C3=CC4=C(N3)C=CC=C4F
15617,P36888,5.0,C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5
15618,P36888,5.0,CC1=CC2=C(C=C1)C=C(N2)C(=O)C3=CC4=C(N3)C=CC(=C4)OC
15619,P36888,5.0,COC1=CC2=C(C=C1)C=C(N2)C(=O)C3=CC4=C(N3)C=CC(=C4)OCC5=CC=CC=C5
15620,P36888,5.0,COC1=CC=C(C=C1)C2=C(C(=O)NC2)C3=CNC4=CC=CC=C43
15621,P36888,5.0,C1=CC=C(C=C1)OC2=CC3=C(C=C2)NC(=C3)C(=O)C4=CC5=CC=CC=C5N4
15622,P36888,5.01,C1C2CC3CC1CC(C2)C3N4C=C(N=N4)C5=CC6=NC=CN=C6C=C5
15623,P36888,5.02,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5
15624,P36888,5.03,CC1=CC=CC=C1N2C=C(N=N2)C3=CC=CC=N3
15625,P36888,5.05,CN1C2=NC(=NC=C2C=C(C1=O)SC3=CC=C(C=C3)F)NC4=CC5=C(C=C4)NC=C5
15626,P36888,5.05,CN(/N=C/C1=C2N=C(C=CN2N=C1)Cl)S(=O)(=O)C3=C[N+](=CC=C3)[O-]
15627,P36888,5.05,CNC(=O)C1=CC=CC2=C3C=NC=CC3=C(N=C21)NC4=CC=CC=C4F
15628,P36888,5.05,CN(/N=C/C1=C2N=C(C=CN2N=C1)Cl)S(=O)(=O)C3=CC=CC(=C3)F
15629,P36888,5.050000000000002,CC(C)OC(=O)C1=C(C=C(C=C1CCCNS(=O)(=O)C=C)OCCN2CCOCC2)O
15630,P36888,5.06,CN(C)S(=O)(=O)C1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CC4=C(N3)CCCC4
15631,P36888,5.06,CC1CCCCN1CCCOC2=C(C=C3C(=C2)N=CN=C3N4CCN(CC4)C(=O)NC5=CC=C(C=C5)C#N)OC
15632,P36888,5.07,C1=CC2=C(C(=NN2C=C1)C3=CC=C(C=C3)F)C4=CC=NC=C4
15633,P36888,5.08,CC(C)OC(=O)C1=C(C=C(C=C1/C=C/CNC(=O)C=C)OCCC2=CC=C(C=C2)F)O
15634,P36888,5.09,C1C[C@@H](N(C1)C2=NN3C(=NC=C3C4=CC=CC=N4)C=C2)C5=CC(=CC=C5)F
