,target_id,pAc,smiles
14273,P24941,2.91,C1CN(C2=CC=CC=C21)CCN3CCC4=CC=CC=C43
14274,P24941,2.92,C1=CC=C(C(=C1)C2=CC=C(C=C2)F)C(=O)NCCC3=CNC4=CC=CC=C43
14275,P24941,2.92,C1=CC=C2C(=C1)C=CN2CCCCCCN3C=CC4=CC=CC=C43
14276,P24941,2.94,C1CN(C2=CC=CC=C21)C(=O)C(=O)C3=CNC4=C3C=C(C=C4)F
14277,P24941,2.96,COC1=CC=CC=C1C2=CC(=CC=C2)C(=O)N3CCC4=C(C3)NC5=CC=CC=C45
14278,P24941,2.96,COC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NCCC3=CNC4=CC=CC=C43
14279,P24941,2.97,C1=CC=C2C(=C1)C=CN2CCCN3C=CC4=CC=CC=C43
14280,P24941,2.99,C1=CC=C2C(=C1)C=CN2CCCCN3C=CC4=CC=CC=C43
14281,P24941,2.99,C1CN(C2=C1C=C(C=C2)Cl)C(=O)C(=O)C3=CNC4=CC=CC=C43
14282,P24941,3.0,C1=CC=C(C=C1)C2=CC(=CC=C2)C(=O)NCCC3=CNC4=CC=CC=C43
14283,P24941,3.01,C1CN(C2=CC=CC=C21)C(=O)C(=O)C3=CNC4=C3C=C(C=C4)Cl
14284,P24941,3.02,CC1=CC2=C(C=C1)N(C=C2)CCC3=CNC4=C3C=C(C=C4)C
14285,P24941,3.02,CC1=CC2=C(C=C1)NC=C2C(=O)C(=O)N3CCC4=CC=CC=C43
14286,P24941,3.02,C1=CC=C2C(=C1)C=CN2CCCCCN3C=CC4=CC=CC=C43
14287,P24941,3.03,C1=CC=C2C(=C1)C=CN2CCN3C=CC4=CC=CC=C43
14288,P24941,3.03,COC1=CC=CC(=C1)C2=CC=CC=C2C(=O)NCCC3=CNC4=CC=CC=C43
14289,P24941,3.04,C1CN(C2=C1C=C(C=C2)Cl)C(=O)C(=O)C3=CNC4=C3C=C(C=C4)Cl
14290,P24941,3.04,COC1=CC=C(C=C1)C2=CC=CC=C2C(=O)NCCC3=CNC4=CC=CC=C43
14291,P24941,3.04,CC1=CC2=C(C=C1)N(CC2)C(=O)C(=O)C3=CNC4=CC=CC=C43
14292,P24941,3.05,C1=CC2=C(C=C1F)C(=CN2)CCN3C=CC4=C3C=CC(=C4)F
14293,P24941,3.06,C1=CC2=C(C=C1Cl)C(=CN2)CCN3C=CC4=C3C=CC(=C4)Cl
14294,P24941,3.06,CN(CCC1=CNC2=CC=CC=C21)C(=O)C3=CC=C(C=C3)C4=CC=C(C=C4)F
14295,P24941,3.07,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NCCC3=CNC4=CC=CC=C43
14296,P24941,3.09,CC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NCCC3=CNC4=CC=CC=C43
14297,P24941,3.09,C1CN(C2=C1C=C(C=C2)F)C(=O)C(=O)C3=CNC4=C3C=C(C=C4)F
14298,P24941,3.1,C1CN(C2=C1C=C(C=C2)F)C(=O)C(=O)C3=CNC4=CC=CC=C43
14299,P24941,3.1,CC(C)(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NCCC3=CNC4=CC=CC=C43
