,target_id,pAc,smiles
27604,P49841,1.3,C1COCCN1CCNC2=NC3=CC=CC=C3C4=C2C5=CC=CC=C5N4
27605,P49841,1.3,CCN(CC1=CN2C=CC=CC2=N1)CC3=NC(=O)C4=CC(=C(C=C4N3)OC)OC
27606,P49841,2.44,COC1=CC=C(C=C1)CNC(=O)NC2=NC3=C(S2)C=C(C=C3)[N+](=O)[O-]
27607,P49841,2.76,CCCC(=O)NC1=NNC2=CC(=C(C=C21)C3=CC=CC=C3)C4=CC=CC=C4
27608,P49841,2.84,COC1=CC=C(C=C1)CNC(=O)NC2=NC=CC(=C2)C#N
27609,P49841,3.0,CN1C2=C(C=C(C=C2)[N+](=O)[O-])C3=C1C4=CC=CC=C4N=C(C3)SC
27610,P49841,3.08,C1C(SC2=CC=CC=C2NC1=O)C3=CC=CS3
27611,P49841,3.12,CC1=C2C(=C(C=C(C2=NC=C1)NCC3=CC=C(C=C3)O)O)OC4=CC=CC(=C4)C(F)(F)F
27612,P49841,3.15,CCCOC(=O)C1=CC2=C(C=C1)NC3=C2CC(=O)NC4=CC=CC=C43
27613,P49841,3.17,C1CCC(C1)N2C(=CC(=N2)NC3=NC=CC(=C3)C#N)C4CCN(CC4)C5COC5
27614,P49841,3.19,CC(C)(C)OC(=O)N1C(=O)CC2=C(C3=CC=CC=C31)N(C4=C2C=C(C=C4)Br)C(=O)OC(C)(C)C
27615,P49841,3.22,CCCCCOC(=O)C1=CC2=C(C=C1)NC3=C2CC(=O)NC4=CC=CC=C43
27616,P49841,3.29,COC1=CC=C(C=C1)CNC(=O)NC2=NC=CC(=C2)C3=NNN=N3
27617,P49841,3.3,C1C2=C(C3=C(NC1=O)N=CC=C3)NC4=C2C=C(C=C4)Cl
27618,P49841,3.32,CN1C(=O)CC(SC2=CC=CC=C21)C3=CC=CS3
27619,P49841,3.38,C1=CC=C2C(=C1)C=C(N2)C3=NC(=NC=C3)N
